Date,Time,Movement_X,Movement_Y,Location,Object,Action
2023-02-13,10:47:00,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:47:10,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:47:20,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:47:30,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:47:40,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:47:50,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:48:00,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:48:10,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:48:20,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:48:30,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:48:40,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:48:50,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:49:00,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:49:10,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:49:20,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:49:30,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:49:40,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:49:50,11,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (clearing tables and cleaning up after customers)
2023-02-13,10:50:00,10,9,the Ville:Hobbs Cafe:cafe,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:50:10,9,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:50:20,8,9,the Ville:Hobbs Cafe:cafe,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:50:30,7,9,the Ville:Hobbs Cafe:cafe,cafe customer seating,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:50:40,6,9,the Ville:Hobbs Cafe:cafe,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:50:50,5,9,the Ville:Hobbs Cafe:cafe,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:51:00,4,9,the Ville:Hobbs Cafe:cafe,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:51:10,4,8,the Ville:Hobbs Cafe:cafe,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:51:20,4,7,the Ville:Hobbs Cafe:cafe,cooking area,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:51:30,5,7,the Ville:Hobbs Cafe:cafe,cooking area,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:51:40,6,7,the Ville:Hobbs Cafe:cafe,kitchen sink,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:51:50,7,7,the Ville:Hobbs Cafe:cafe,behind the cafe counter,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:52:00,7,6,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:52:10,7,5,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:52:20,7,4,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:52:30,6,4,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:52:40,5,4,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:52:50,4,4,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:53:00,4,3,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:53:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:53:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:53:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:53:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:53:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:54:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:54:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:54:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:54:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:54:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:54:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:55:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:55:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:55:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:55:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:55:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:55:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:56:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:56:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:56:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:56:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:56:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:56:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:57:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:57:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:57:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:57:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:57:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:57:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:58:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:58:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:58:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:58:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:58:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:58:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:59:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:59:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:59:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:59:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:59:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,10:59:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:00:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:00:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:00:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:00:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:00:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:00:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:01:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:01:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:01:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:01:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:01:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:01:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:02:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:02:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:02:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:02:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:02:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:02:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:03:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:03:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:03:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:03:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:03:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:03:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:04:00,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:04:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:04:20,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:04:30,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:04:40,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:04:50,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (restocking supplies and ingredients)
2023-02-13,11:05:00,3,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (taking a short break)
2023-02-13,11:05:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:05:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:05:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:05:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:05:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:06:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:06:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:06:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:06:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:06:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:06:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:07:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:07:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:07:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:07:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:07:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:07:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:08:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:08:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:08:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:08:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:08:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:08:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:09:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:09:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:09:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:09:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:09:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:09:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:10:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:10:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:10:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:10:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:10:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:10:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:11:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:11:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:11:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:11:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:11:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:11:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:12:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:12:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:12:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:12:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:12:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:12:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:13:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:13:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:13:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:13:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:13:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:13:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:14:00,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:14:10,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:14:20,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:14:30,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:14:40,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:14:50,2,2,the Ville:Isabella Rodriguez's apartment:main room,bed,working at the counter and serving customers (taking a short break)
2023-02-13,11:15:00,3,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:15:10,4,2,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:15:20,5,2,the Ville:Isabella Rodriguez's apartment:main room,closet,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:15:30,6,2,the Ville:Isabella Rodriguez's apartment:main room,closet,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:15:40,7,2,the Ville:Isabella Rodriguez's apartment:main room,shelf,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:15:50,7,3,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:16:00,7,4,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:16:10,7,5,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:16:20,7,6,the Ville:Isabella Rodriguez's apartment:main room,,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:16:30,7,7,the Ville:Hobbs Cafe:cafe,behind the cafe counter,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:16:40,6,7,the Ville:Hobbs Cafe:cafe,kitchen sink,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:16:50,5,7,the Ville:Hobbs Cafe:cafe,cooking area,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:17:00,4,7,the Ville:Hobbs Cafe:cafe,cooking area,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:17:10,3,7,the Ville:Hobbs Cafe:cafe,,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:17:20,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:17:30,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:17:40,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:17:50,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:18:00,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:18:10,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:18:20,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:18:30,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:18:40,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:18:50,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:19:00,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:19:10,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:19:20,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:19:30,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:19:40,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:19:50,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:20:00,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:20:10,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:20:20,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:20:30,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:20:40,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:20:50,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:21:00,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:21:10,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:21:20,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:21:30,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:21:40,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:21:50,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:22:00,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:22:10,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:22:20,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:22:30,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
2023-02-13,11:22:40,2,7,the Ville:Hobbs Cafe:cafe,refrigerator,working at the counter and serving customers (checking inventory and making a shopping list)
