timestamp,Isabella Rodriguez,bathroom sink,bed,behind the cafe counter,cafe customer seating,closet,coffee machine,cooking area,desk,furnace,kitchen sink,piano,refrigerator,shelf,shower,toilet,tv
cafe customer seating: occupied, empty  
closet: open, closed  
coffee machine: on, off  
cooking area: in use, idle  
desk: occupied, unoccupied  
furnace: on, off  
kitchen sink: on, off  
piano: in use, idle  
refrigerator: open, closed  
shelf: empty, full  
shower: on, off  
toilet: in use, idle  
tv: on, off   
